"person_uri","organisation_uri","organisation_label","relationship"
http://www.wikidata.org/entity/Q9202037,http://www.wikidata.org/entity/Q670641,Collegium Invisibile,membership
http://www.wikidata.org/entity/Q9202037,http://www.wikidata.org/entity/Q76312481,Polish Young Academy,membership
http://www.wikidata.org/entity/Q920421,http://www.wikidata.org/entity/Q1059546,Lycée Louis-le-Grand,education
http://www.wikidata.org/entity/Q920421,http://www.wikidata.org/entity/Q273631,École pratique des hautes études,employment
http://www.wikidata.org/entity/Q920421,http://www.wikidata.org/entity/Q52440672,École nationale des langues orientales vivantes,employment
http://www.wikidata.org/entity/Q920421,http://www.wikidata.org/entity/Q83259,École Normale Supérieure,education
http://www.wikidata.org/entity/Q92054267,http://www.wikidata.org/entity/Q214341,University of Amsterdam,employment
http://www.wikidata.org/entity/Q920633,http://www.wikidata.org/entity/Q1143281,Rugby School,education
http://www.wikidata.org/entity/Q920633,http://www.wikidata.org/entity/Q174570,London School of Economics and Political Science,employment
http://www.wikidata.org/entity/Q920633,http://www.wikidata.org/entity/Q332342,Trinity College,education
http://www.wikidata.org/entity/Q920633,http://www.wikidata.org/entity/Q332342,Trinity College,employment
http://www.wikidata.org/entity/Q920633,http://www.wikidata.org/entity/Q358834,"Foreign, Commonwealth and Development Office",employment
http://www.wikidata.org/entity/Q920633,http://www.wikidata.org/entity/Q7809,UNESCO,employment
http://www.wikidata.org/entity/Q920758,http://www.wikidata.org/entity/Q1516684,University of Kent,education
http://www.wikidata.org/entity/Q920758,http://www.wikidata.org/entity/Q156598,Leiden University,employment
http://www.wikidata.org/entity/Q920758,http://www.wikidata.org/entity/Q457281,University of Illinois Urbana-Champaign,employment
http://www.wikidata.org/entity/Q920869,http://www.wikidata.org/entity/Q10302726,National Defense Institute,employment
http://www.wikidata.org/entity/Q920869,http://www.wikidata.org/entity/Q1378099,European University Institute,education
http://www.wikidata.org/entity/Q920869,http://www.wikidata.org/entity/Q1557861,University of Évora,employment
http://www.wikidata.org/entity/Q920869,http://www.wikidata.org/entity/Q1979891,NOVA University Lisbon,employment
http://www.wikidata.org/entity/Q920869,http://www.wikidata.org/entity/Q2886844,ISCTE – Lisbon University Institute,employment
http://www.wikidata.org/entity/Q920869,http://www.wikidata.org/entity/Q333886,Georgetown University,employment
http://www.wikidata.org/entity/Q920869,http://www.wikidata.org/entity/Q740205,Government of Portugal,employment
http://www.wikidata.org/entity/Q92094965,http://www.wikidata.org/entity/Q1161949,Magyar Hadtudományi Társaság,membership
http://www.wikidata.org/entity/Q92094965,http://www.wikidata.org/entity/Q1162174,Hungarian Society for the History of Medicine,membership
http://www.wikidata.org/entity/Q92094965,http://www.wikidata.org/entity/Q1162275,Hungarian Historical Society,membership
http://www.wikidata.org/entity/Q92094965,http://www.wikidata.org/entity/Q277681,Semmelweis University,employment
http://www.wikidata.org/entity/Q92094965,http://www.wikidata.org/entity/Q30296029,Hungarian Sociological Association,membership
http://www.wikidata.org/entity/Q92094965,http://www.wikidata.org/entity/Q390287,Eötvös Loránd University,education
http://www.wikidata.org/entity/Q92094965,http://www.wikidata.org/entity/Q52109860,ELTE Faculty of Humanities,education
http://www.wikidata.org/entity/Q92094965,http://www.wikidata.org/entity/Q6052371,International Peace Research Association,membership
http://www.wikidata.org/entity/Q92094965,http://www.wikidata.org/entity/Q794612,Bibó István College for Advanced Studies,employment
http://www.wikidata.org/entity/Q9209862,http://www.wikidata.org/entity/Q2822255,Kozminski University,employment
http://www.wikidata.org/entity/Q9209862,http://www.wikidata.org/entity/Q315658,University of Wrocław,education
http://www.wikidata.org/entity/Q9209862,http://www.wikidata.org/entity/Q5570796,Global Young Academy,membership
http://www.wikidata.org/entity/Q9209862,http://www.wikidata.org/entity/Q76312481,Polish Young Academy,membership
http://www.wikidata.org/entity/Q92147,http://www.wikidata.org/entity/Q219989,Berlin-Brandenburg Academy of Sciences and Humanities,membership
http://www.wikidata.org/entity/Q92147,http://www.wikidata.org/entity/Q337234,Academia Europaea,membership
http://www.wikidata.org/entity/Q92147,http://www.wikidata.org/entity/Q463303,American Academy of Arts and Sciences,membership
http://www.wikidata.org/entity/Q92147,http://www.wikidata.org/entity/Q54096,University of Cologne,employment
http://www.wikidata.org/entity/Q92147,http://www.wikidata.org/entity/Q55143,European Group for Organizational Studies,membership
http://www.wikidata.org/entity/Q92215337,http://www.wikidata.org/entity/Q1061122,University of Massachusetts,education
http://www.wikidata.org/entity/Q92215337,http://www.wikidata.org/entity/Q4874340,Bayard Rustin Educational Complex,education
http://www.wikidata.org/entity/Q92215337,http://www.wikidata.org/entity/Q49205,Wellesley College,education
http://www.wikidata.org/entity/Q92249362,http://www.wikidata.org/entity/Q54096,University of Cologne,education
http://www.wikidata.org/entity/Q922619,http://www.wikidata.org/entity/Q1784353,Šiauliai University,education
http://www.wikidata.org/entity/Q92270009,http://www.wikidata.org/entity/Q1333399,University of Leicester,employment
http://www.wikidata.org/entity/Q92270009,http://www.wikidata.org/entity/Q503424,University of Leeds,employment
http://www.wikidata.org/entity/Q92306148,http://www.wikidata.org/entity/Q1065414,Vrije Universiteit Amsterdam,employment
http://www.wikidata.org/entity/Q92306148,http://www.wikidata.org/entity/Q214341,University of Amsterdam,employment
http://www.wikidata.org/entity/Q92306148,http://www.wikidata.org/entity/Q633529,Erasmus University Rotterdam,education
http://www.wikidata.org/entity/Q92306148,http://www.wikidata.org/entity/Q833670,Katholieke Universiteit Leuven,employment
http://www.wikidata.org/entity/Q92394,http://www.wikidata.org/entity/Q506436,University of Flensburg,employment
http://www.wikidata.org/entity/Q92394,http://www.wikidata.org/entity/Q678982,Leibniz University Hannover,education
http://www.wikidata.org/entity/Q92394,http://www.wikidata.org/entity/Q678982,Leibniz University Hannover,employment
http://www.wikidata.org/entity/Q924159,http://www.wikidata.org/entity/Q209842,University of Paris,education
http://www.wikidata.org/entity/Q92438028,http://www.wikidata.org/entity/Q2272814,Miles College,education
http://www.wikidata.org/entity/Q92438028,http://www.wikidata.org/entity/Q235034,University of Pittsburgh,education
http://www.wikidata.org/entity/Q92438028,http://www.wikidata.org/entity/Q2809940,Springfield College,education
http://www.wikidata.org/entity/Q92455,http://www.wikidata.org/entity/Q153987,University of Freiburg,employment
http://www.wikidata.org/entity/Q92455,http://www.wikidata.org/entity/Q2043519,PEN Germany,membership
http://www.wikidata.org/entity/Q9250600,http://www.wikidata.org/entity/Q165980,University of Vienna,education
http://www.wikidata.org/entity/Q92513,http://www.wikidata.org/entity/Q123003346,Sporthochschule Köln,education
http://www.wikidata.org/entity/Q92513,http://www.wikidata.org/entity/Q153006,Freie Universität Berlin,employment
http://www.wikidata.org/entity/Q92513,http://www.wikidata.org/entity/Q153978,University of Tübingen,education
http://www.wikidata.org/entity/Q92513,http://www.wikidata.org/entity/Q155354,University of Marburg,employment
http://www.wikidata.org/entity/Q92513,http://www.wikidata.org/entity/Q54096,University of Cologne,education
http://www.wikidata.org/entity/Q92513,http://www.wikidata.org/entity/Q55044,Ludwig-Maximilians-Universität München,education
http://www.wikidata.org/entity/Q925289,http://www.wikidata.org/entity/Q219694,Complutense University of Madrid,education
http://www.wikidata.org/entity/Q925289,http://www.wikidata.org/entity/Q219694,Complutense University of Madrid,employment
http://www.wikidata.org/entity/Q925289,http://www.wikidata.org/entity/Q46703,European Academy of Sciences and Arts,membership
http://www.wikidata.org/entity/Q925289,http://www.wikidata.org/entity/Q840015,Royal Academy of Moral and Political Sciences,membership
http://www.wikidata.org/entity/Q9253107,http://www.wikidata.org/entity/Q1658883,University of Białystok,employment
http://www.wikidata.org/entity/Q9253107,http://www.wikidata.org/entity/Q18431315,Christian Academy of Theology in Warsaw Facuty of Social Sciences,employment
http://www.wikidata.org/entity/Q9253107,http://www.wikidata.org/entity/Q315658,University of Wrocław,education
http://www.wikidata.org/entity/Q9256795,http://www.wikidata.org/entity/Q144488,University of Warsaw,education
http://www.wikidata.org/entity/Q9256795,http://www.wikidata.org/entity/Q144488,University of Warsaw,employment
http://www.wikidata.org/entity/Q9256795,http://www.wikidata.org/entity/Q7209992,Polish Sociological Association,membership
http://www.wikidata.org/entity/Q9256795,http://www.wikidata.org/entity/Q7970913,SWPS University,employment
http://www.wikidata.org/entity/Q92596166,http://www.wikidata.org/entity/Q11713190,"Institute of Rural and Agricultural Development, Polish Academy of Sciences",employment
http://www.wikidata.org/entity/Q92596166,http://www.wikidata.org/entity/Q144488,University of Warsaw,education
http://www.wikidata.org/entity/Q92596166,http://www.wikidata.org/entity/Q1734757,Agricultural Social Insurance Fund,employment
http://www.wikidata.org/entity/Q92596166,http://www.wikidata.org/entity/Q9142031,Agency for Restructurization and Modernization of Agriculture,employment
http://www.wikidata.org/entity/Q926000,http://www.wikidata.org/entity/Q494335,Tours University,employment
http://www.wikidata.org/entity/Q926715,http://www.wikidata.org/entity/Q157575,University of Strasbourg,education
http://www.wikidata.org/entity/Q926715,http://www.wikidata.org/entity/Q3268867,Lycée Notre Dame de Sion Istanbul,education
http://www.wikidata.org/entity/Q9267453,http://www.wikidata.org/entity/Q788091,Autonomous University of Madrid,education
http://www.wikidata.org/entity/Q9267453,http://www.wikidata.org/entity/Q788091,Autonomous University of Madrid,employment
http://www.wikidata.org/entity/Q926855,http://www.wikidata.org/entity/Q1330634,University of Brasília,education
http://www.wikidata.org/entity/Q926855,http://www.wikidata.org/entity/Q151510,Heidelberg University,education
http://www.wikidata.org/entity/Q926855,http://www.wikidata.org/entity/Q599316,The New School,education
http://www.wikidata.org/entity/Q92699661,http://www.wikidata.org/entity/Q14594755,Alma Mater Europaea,employment
http://www.wikidata.org/entity/Q92699661,http://www.wikidata.org/entity/Q20851414,Research Institute for Labour and Social Affairs,employment
http://www.wikidata.org/entity/Q92699661,http://www.wikidata.org/entity/Q763586,Masaryk University,employment
http://www.wikidata.org/entity/Q9276111,http://www.wikidata.org/entity/Q144488,University of Warsaw,education
http://www.wikidata.org/entity/Q9276111,http://www.wikidata.org/entity/Q144488,University of Warsaw,employment
http://www.wikidata.org/entity/Q92784033,http://www.wikidata.org/entity/Q110794402,Royal School of Librarianship,employment
http://www.wikidata.org/entity/Q92784033,http://www.wikidata.org/entity/Q12333655,The Rockwool Foundation Research Unit,employment
http://www.wikidata.org/entity/Q92784033,http://www.wikidata.org/entity/Q186285,University of Copenhagen,education
http://www.wikidata.org/entity/Q92784033,http://www.wikidata.org/entity/Q186285,University of Copenhagen,employment
http://www.wikidata.org/entity/Q92784033,http://www.wikidata.org/entity/Q703620,Copenhagen Business School,employment
http://www.wikidata.org/entity/Q927879,http://www.wikidata.org/entity/Q1878600,Lycée Henri-IV,education
http://www.wikidata.org/entity/Q927879,http://www.wikidata.org/entity/Q273579,École nationale d'administration,employment
http://www.wikidata.org/entity/Q927879,http://www.wikidata.org/entity/Q273631,École pratique des hautes études,employment
http://www.wikidata.org/entity/Q927879,http://www.wikidata.org/entity/Q3152372,Institut national agronomique,education
http://www.wikidata.org/entity/Q927879,http://www.wikidata.org/entity/Q3152372,Institut national agronomique,employment
http://www.wikidata.org/entity/Q927879,http://www.wikidata.org/entity/Q859363,Sciences Po,employment
http://www.wikidata.org/entity/Q927879,http://www.wikidata.org/entity/Q999763,University of Paris 1 Pantheon-Sorbonne,employment
http://www.wikidata.org/entity/Q927887,http://www.wikidata.org/entity/Q1075104,University of Essex,employment
http://www.wikidata.org/entity/Q927887,http://www.wikidata.org/entity/Q756361,UWC Atlantic College,education
http://www.wikidata.org/entity/Q927887,http://www.wikidata.org/entity/Q838330,University of Wisconsin–Madison,employment
http://www.wikidata.org/entity/Q9281948,http://www.wikidata.org/entity/Q144488,University of Warsaw,education
http://www.wikidata.org/entity/Q9281948,http://www.wikidata.org/entity/Q9346302,Stowarzyszenie Wolnego Słowa,membership
http://www.wikidata.org/entity/Q9281964,http://www.wikidata.org/entity/Q137503,University of Łódź,education
http://www.wikidata.org/entity/Q9281964,http://www.wikidata.org/entity/Q137503,University of Łódź,employment
http://www.wikidata.org/entity/Q9281964,http://www.wikidata.org/entity/Q9380802,Higher School of Social Sciences at the Central Committee of the Polish United Workers' Party,education
http://www.wikidata.org/entity/Q928356,http://www.wikidata.org/entity/Q675848,University of Zagreb,education
http://www.wikidata.org/entity/Q928356,http://www.wikidata.org/entity/Q675848,University of Zagreb,employment
http://www.wikidata.org/entity/Q92854300,http://www.wikidata.org/entity/Q1464767,Royal United Services Institute,employment
http://www.wikidata.org/entity/Q92854300,http://www.wikidata.org/entity/Q156598,Leiden University,employment
http://www.wikidata.org/entity/Q92854300,http://www.wikidata.org/entity/Q192964,Istanbul University,employment
http://www.wikidata.org/entity/Q92854300,http://www.wikidata.org/entity/Q195668,Queen Mary University of London,education
http://www.wikidata.org/entity/Q92854300,http://www.wikidata.org/entity/Q223429,University of Birmingham,education
http://www.wikidata.org/entity/Q92854300,http://www.wikidata.org/entity/Q223429,University of Birmingham,employment
http://www.wikidata.org/entity/Q92854300,http://www.wikidata.org/entity/Q280824,Eindhoven University of Technology,employment
http://www.wikidata.org/entity/Q92854300,http://www.wikidata.org/entity/Q7895379,University of Engineering and Technology Taxila,education
http://www.wikidata.org/entity/Q92854300,http://www.wikidata.org/entity/Q865528,University of Warwick,education
http://www.wikidata.org/entity/Q928571,http://www.wikidata.org/entity/Q168756,"University of California, Berkeley",education
http://www.wikidata.org/entity/Q928571,http://www.wikidata.org/entity/Q49123,Harvard College,education
http://www.wikidata.org/entity/Q928571,http://www.wikidata.org/entity/Q805285,Balliol College,education
http://www.wikidata.org/entity/Q928571,http://www.wikidata.org/entity/Q838330,University of Wisconsin–Madison,employment
http://www.wikidata.org/entity/Q9286006,http://www.wikidata.org/entity/Q348402,Adam Mickiewicz University in Poznań,education
http://www.wikidata.org/entity/Q9286006,http://www.wikidata.org/entity/Q348402,Adam Mickiewicz University in Poznań,employment
http://www.wikidata.org/entity/Q9287311,http://www.wikidata.org/entity/Q144488,University of Warsaw,education
http://www.wikidata.org/entity/Q9287311,http://www.wikidata.org/entity/Q1574347,Jewish Historical Institute,employment
http://www.wikidata.org/entity/Q9287311,http://www.wikidata.org/entity/Q6333895,Union of Jewish Religious Communities in Poland,membership
http://www.wikidata.org/entity/Q9287934,http://www.wikidata.org/entity/Q1737513,Kazimierz Wielki University in Bydgoszcz,education
http://www.wikidata.org/entity/Q9287934,http://www.wikidata.org/entity/Q1737513,Kazimierz Wielki University in Bydgoszcz,employment
http://www.wikidata.org/entity/Q9287934,http://www.wikidata.org/entity/Q7210102,Polish–Soviet Friendship Society,membership
http://www.wikidata.org/entity/Q9287934,http://www.wikidata.org/entity/Q7886684,Union of Polish Youth,membership
http://www.wikidata.org/entity/Q9287934,http://www.wikidata.org/entity/Q9392362,Związek Młodzieży Wiejskiej,membership
http://www.wikidata.org/entity/Q9288067,http://www.wikidata.org/entity/Q9379430,"Faculty of Philosophy and Sociology, University of Warsaw",education
http://www.wikidata.org/entity/Q92933336,http://www.wikidata.org/entity/Q1145814,University of Illinois system,education
http://www.wikidata.org/entity/Q92933336,http://www.wikidata.org/entity/Q174710,"University of California, Los Angeles",employment
http://www.wikidata.org/entity/Q92933336,http://www.wikidata.org/entity/Q49119,Brandeis University,employment
http://www.wikidata.org/entity/Q929770,http://www.wikidata.org/entity/Q13371,Harvard University,education
http://www.wikidata.org/entity/Q929770,http://www.wikidata.org/entity/Q192334,University of North Carolina at Chapel Hill,employment
http://www.wikidata.org/entity/Q929770,http://www.wikidata.org/entity/Q41506,Stanford University,employment
http://www.wikidata.org/entity/Q929770,http://www.wikidata.org/entity/Q463303,American Academy of Arts and Sciences,membership
http://www.wikidata.org/entity/Q929770,http://www.wikidata.org/entity/Q469482,American University of Beirut,employment
http://www.wikidata.org/entity/Q92998602,http://www.wikidata.org/entity/Q174710,"University of California, Los Angeles",employment
http://www.wikidata.org/entity/Q92998602,http://www.wikidata.org/entity/Q230492,University of Michigan,education
http://www.wikidata.org/entity/Q92998602,http://www.wikidata.org/entity/Q49210,New York University,employment
http://www.wikidata.org/entity/Q930197,http://www.wikidata.org/entity/Q1093910,City College of New York,education
http://www.wikidata.org/entity/Q930197,http://www.wikidata.org/entity/Q13371,Harvard University,employment
http://www.wikidata.org/entity/Q930197,http://www.wikidata.org/entity/Q168756,"University of California, Berkeley",employment
http://www.wikidata.org/entity/Q930197,http://www.wikidata.org/entity/Q463303,American Academy of Arts and Sciences,membership
http://www.wikidata.org/entity/Q930197,http://www.wikidata.org/entity/Q49088,Columbia University,education
http://www.wikidata.org/entity/Q930197,http://www.wikidata.org/entity/Q49117,University of Pennsylvania,education
http://www.wikidata.org/entity/Q930197,http://www.wikidata.org/entity/Q49204,Smith College,employment
http://www.wikidata.org/entity/Q930197,http://www.wikidata.org/entity/Q6139911,James Monroe High School,education
http://www.wikidata.org/entity/Q93022191,http://www.wikidata.org/entity/Q221653,Utrecht University,employment
http://www.wikidata.org/entity/Q9302587,http://www.wikidata.org/entity/Q11713212,"Institute of Political Studies, Polish Academy of Sciences",employment
http://www.wikidata.org/entity/Q9302587,http://www.wikidata.org/entity/Q7970913,SWPS University,employment
http://www.wikidata.org/entity/Q9302587,http://www.wikidata.org/entity/Q9379430,"Faculty of Philosophy and Sociology, University of Warsaw",education
http://www.wikidata.org/entity/Q9302626,http://www.wikidata.org/entity/Q11822789,Polskie Towarzystwo Nauk Politycznych,membership
http://www.wikidata.org/entity/Q9302626,http://www.wikidata.org/entity/Q1416331,Cardinal Stefan Wyszyński University in Warsaw,education
http://www.wikidata.org/entity/Q9302626,http://www.wikidata.org/entity/Q1416331,Cardinal Stefan Wyszyński University in Warsaw,employment
http://www.wikidata.org/entity/Q9302626,http://www.wikidata.org/entity/Q18915353,Górnośląska Wyższa Szkoła Handlowa im. Wojciecha Korfantego,employment
http://www.wikidata.org/entity/Q9302626,http://www.wikidata.org/entity/Q25404890,"Committee on Political Sciences, Polish Academy of Sciences",membership
http://www.wikidata.org/entity/Q93043203,http://www.wikidata.org/entity/Q1187444,University of Pécs,employment
http://www.wikidata.org/entity/Q93043203,http://www.wikidata.org/entity/Q50662,Goethe University Frankfurt,education
http://www.wikidata.org/entity/Q93043203,http://www.wikidata.org/entity/Q61932691,Hungarian Demographic Research Institute,employment
http://www.wikidata.org/entity/Q93043203,http://www.wikidata.org/entity/Q851164,Corvinus University of Budapest,education
http://www.wikidata.org/entity/Q9306222,http://www.wikidata.org/entity/Q615154,University of Silesia in Katowice,education
http://www.wikidata.org/entity/Q9306222,http://www.wikidata.org/entity/Q9379596,"Faculty of Social Sciences, University of Silesia",education
http://www.wikidata.org/entity/Q93077882,http://www.wikidata.org/entity/Q273518,School for Advanced Studies in the Social Sciences,education
http://www.wikidata.org/entity/Q93077882,http://www.wikidata.org/entity/Q280413,National Center for Scientific Research,employment
http://www.wikidata.org/entity/Q93077882,http://www.wikidata.org/entity/Q30274368,Triangle. Political Discourse and Action. Political and Economic Thought,membership
http://www.wikidata.org/entity/Q9310279,http://www.wikidata.org/entity/Q238101,University of Minnesota,education
http://www.wikidata.org/entity/Q93111803,http://www.wikidata.org/entity/Q144488,University of Warsaw,education
http://www.wikidata.org/entity/Q93111803,http://www.wikidata.org/entity/Q144488,University of Warsaw,employment
http://www.wikidata.org/entity/Q9311348,http://www.wikidata.org/entity/Q144488,University of Warsaw,employment
http://www.wikidata.org/entity/Q9311348,http://www.wikidata.org/entity/Q2102593,Council for the Polish Language,membership
http://www.wikidata.org/entity/Q9311348,http://www.wikidata.org/entity/Q7970913,SWPS University,employment
http://www.wikidata.org/entity/Q9312260,http://www.wikidata.org/entity/Q175529,John Paul II Catholic University of Lublin,employment
http://www.wikidata.org/entity/Q9312260,http://www.wikidata.org/entity/Q2092629,Polish Academy of Learning,membership
http://www.wikidata.org/entity/Q93146591,http://www.wikidata.org/entity/Q1517021,University of Western Australia,employment
http://www.wikidata.org/entity/Q93146591,http://www.wikidata.org/entity/Q15575,Flinders University,education
http://www.wikidata.org/entity/Q93146591,http://www.wikidata.org/entity/Q15575,Flinders University,employment
http://www.wikidata.org/entity/Q93146591,http://www.wikidata.org/entity/Q99298146,University of Western Australia Faculty of Law,employment
http://www.wikidata.org/entity/Q93165029,http://www.wikidata.org/entity/Q168756,"University of California, Berkeley",employment
http://www.wikidata.org/entity/Q93220280,http://www.wikidata.org/entity/Q1235561,University of Eastern Piedmont,employment
http://www.wikidata.org/entity/Q93220468,http://www.wikidata.org/entity/Q209344,Sapienza University of Rome,employment
http://www.wikidata.org/entity/Q93221104,http://www.wikidata.org/entity/Q209344,Sapienza University of Rome,employment
http://www.wikidata.org/entity/Q93221337,http://www.wikidata.org/entity/Q1073674,University of Milan-Bicocca,employment
http://www.wikidata.org/entity/Q93221430,http://www.wikidata.org/entity/Q2912244,"Paul-Valéry University (Montpellier, 1970-2024)",employment
http://www.wikidata.org/entity/Q93221920,http://www.wikidata.org/entity/Q1245318,University of Messina,employment
http://www.wikidata.org/entity/Q93222778,http://www.wikidata.org/entity/Q1633215,University of Salerno,education
http://www.wikidata.org/entity/Q932276,http://www.wikidata.org/entity/Q273518,School for Advanced Studies in the Social Sciences,employment
http://www.wikidata.org/entity/Q932276,http://www.wikidata.org/entity/Q83259,École Normale Supérieure,education
http://www.wikidata.org/entity/Q93229069,http://www.wikidata.org/entity/Q1067935,Laval University,education
http://www.wikidata.org/entity/Q93229069,http://www.wikidata.org/entity/Q1067935,Laval University,employment
http://www.wikidata.org/entity/Q93229490,http://www.wikidata.org/entity/Q2119752,University of Urbino,employment
http://www.wikidata.org/entity/Q93230722,http://www.wikidata.org/entity/Q574606,Université libre de Bruxelles,employment
http://www.wikidata.org/entity/Q93230730,http://www.wikidata.org/entity/Q1067935,Laval University,education
http://www.wikidata.org/entity/Q93230730,http://www.wikidata.org/entity/Q1067935,Laval University,employment
http://www.wikidata.org/entity/Q93230730,http://www.wikidata.org/entity/Q273518,School for Advanced Studies in the Social Sciences,education
http://www.wikidata.org/entity/Q93230730,http://www.wikidata.org/entity/Q999763,University of Paris 1 Pantheon-Sorbonne,education
http://www.wikidata.org/entity/Q93232223,http://www.wikidata.org/entity/Q193510,University of Padua,employment
http://www.wikidata.org/entity/Q93232629,http://www.wikidata.org/entity/Q930528,University of Trento,employment
http://www.wikidata.org/entity/Q93232698,http://www.wikidata.org/entity/Q2119752,University of Urbino,employment
http://www.wikidata.org/entity/Q93232871,http://www.wikidata.org/entity/Q1144750,Queensland University of Technology,employment
http://www.wikidata.org/entity/Q93232871,http://www.wikidata.org/entity/Q192775,University of Glasgow,education
http://www.wikidata.org/entity/Q93234112,http://www.wikidata.org/entity/Q131262,University of Bologna,employment
http://www.wikidata.org/entity/Q93234345,http://www.wikidata.org/entity/Q273518,School for Advanced Studies in the Social Sciences,education
http://www.wikidata.org/entity/Q93234345,http://www.wikidata.org/entity/Q273518,School for Advanced Studies in the Social Sciences,employment
http://www.wikidata.org/entity/Q93234345,http://www.wikidata.org/entity/Q3075576,Saint-Simon Foundation,employment
http://www.wikidata.org/entity/Q93234345,http://www.wikidata.org/entity/Q49330,Doctors Without Borders International,employment
http://www.wikidata.org/entity/Q93234487,http://www.wikidata.org/entity/Q1633215,University of Salerno,employment
http://www.wikidata.org/entity/Q93237353,http://www.wikidata.org/entity/Q54096,University of Cologne,education
http://www.wikidata.org/entity/Q93238994,http://www.wikidata.org/entity/Q229022,Catholic University of the Sacred Heart,employment
http://www.wikidata.org/entity/Q93239925,http://www.wikidata.org/entity/Q189441,Jagiellonian University,employment
http://www.wikidata.org/entity/Q93239925,http://www.wikidata.org/entity/Q2822247,Andrzej Frycz Modrzewski Krakow University,employment
http://www.wikidata.org/entity/Q93239925,http://www.wikidata.org/entity/Q3064309,Faculty of International and Political Studies of Jagiellonian University,employment
http://www.wikidata.org/entity/Q93239925,http://www.wikidata.org/entity/Q45694,Jesuit University of Philosophy and Education Ignatianum,employment
http://www.wikidata.org/entity/Q93239925,http://www.wikidata.org/entity/Q677662,University of the National Education Commission,employment
http://www.wikidata.org/entity/Q93240968,http://www.wikidata.org/entity/Q101406423,Universität Bielefeld Lehrstuhl Anorganische Chemie I,employment
http://www.wikidata.org/entity/Q93240968,http://www.wikidata.org/entity/Q153012,University of Potsdam,employment
http://www.wikidata.org/entity/Q93240968,http://www.wikidata.org/entity/Q159630,Chemnitz University of Technology,employment
http://www.wikidata.org/entity/Q93240968,http://www.wikidata.org/entity/Q500692,University of Bremen,employment
http://www.wikidata.org/entity/Q93240968,http://www.wikidata.org/entity/Q678982,Leibniz University Hannover,education
http://www.wikidata.org/entity/Q93240968,http://www.wikidata.org/entity/Q678982,Leibniz University Hannover,employment
http://www.wikidata.org/entity/Q93241142,http://www.wikidata.org/entity/Q543289,Salesian Pontifical University,employment
http://www.wikidata.org/entity/Q93241435,http://www.wikidata.org/entity/Q2000629,King Juan Carlos University,employment
http://www.wikidata.org/entity/Q93241610,http://www.wikidata.org/entity/Q1454044,Libera Università Maria SS. Assunta,education
http://www.wikidata.org/entity/Q93241610,http://www.wikidata.org/entity/Q470997,Pontificio Ateneo Sant Anselmo,employment
http://www.wikidata.org/entity/Q93241623,http://www.wikidata.org/entity/Q645663,University of Pisa,employment
http://www.wikidata.org/entity/Q93242044,http://www.wikidata.org/entity/Q1368412,Esprit,employment
http://www.wikidata.org/entity/Q93242044,http://www.wikidata.org/entity/Q29293,ESCP Business School,employment
http://www.wikidata.org/entity/Q93242312,http://www.wikidata.org/entity/Q117000925,University of Padua. School of Medicine and Surgery,education
http://www.wikidata.org/entity/Q93242312,http://www.wikidata.org/entity/Q672416,Scuola Normale Superiore,employment
http://www.wikidata.org/entity/Q93242312,http://www.wikidata.org/entity/Q930528,University of Trento,education
http://www.wikidata.org/entity/Q93242312,http://www.wikidata.org/entity/Q930528,University of Trento,employment
http://www.wikidata.org/entity/Q93243905,http://www.wikidata.org/entity/Q193510,University of Padua,employment
http://www.wikidata.org/entity/Q93244673,http://www.wikidata.org/entity/Q499911,University of Turin,education
http://www.wikidata.org/entity/Q93245679,http://www.wikidata.org/entity/Q245247,King's College London,employment
http://www.wikidata.org/entity/Q93246948,http://www.wikidata.org/entity/Q144488,University of Warsaw,education
http://www.wikidata.org/entity/Q93246948,http://www.wikidata.org/entity/Q144488,University of Warsaw,employment
http://www.wikidata.org/entity/Q93250278,http://www.wikidata.org/entity/Q1161297,University of Sussex,education
http://www.wikidata.org/entity/Q93250278,http://www.wikidata.org/entity/Q1161297,University of Sussex,employment
http://www.wikidata.org/entity/Q93250278,http://www.wikidata.org/entity/Q1376973,European Sociological Association,membership
http://www.wikidata.org/entity/Q93250278,http://www.wikidata.org/entity/Q1666924,International Sociological Association,membership
http://www.wikidata.org/entity/Q93250278,http://www.wikidata.org/entity/Q34433,University of Oxford,education
http://www.wikidata.org/entity/Q93250278,http://www.wikidata.org/entity/Q837164,Newcastle University,employment
http://www.wikidata.org/entity/Q93250278,http://www.wikidata.org/entity/Q920176,British Sociological Association,membership
http://www.wikidata.org/entity/Q93250616,http://www.wikidata.org/entity/Q209344,Sapienza University of Rome,employment
http://www.wikidata.org/entity/Q9325065,http://www.wikidata.org/entity/Q9379596,"Faculty of Social Sciences, University of Silesia",education
http://www.wikidata.org/entity/Q9325088,http://www.wikidata.org/entity/Q1003,Solidarity,membership
http://www.wikidata.org/entity/Q9325088,http://www.wikidata.org/entity/Q144488,University of Warsaw,employment
http://www.wikidata.org/entity/Q9325088,http://www.wikidata.org/entity/Q213624,Ministry of Foreign Affairs of Poland,employment
http://www.wikidata.org/entity/Q9325088,http://www.wikidata.org/entity/Q5147001,Collegium Civitas,employment
http://www.wikidata.org/entity/Q9325088,http://www.wikidata.org/entity/Q9379430,"Faculty of Philosophy and Sociology, University of Warsaw",education
